Year,Month,Day,Hour,Minute,Second,Millisecond,rosTime,podYaw,podYawDelayed,podPitch,podPitchDelayed,podHfov,podHfovDelayed,podVfov,podVfovDelayed,pixelX,pixelY,cameraYaw,cameraPitch,uavQuat[0],uavQuat[1],uavQuat[2],uavQuat[3],uavEuler[0],uavEuler[1],uavEuler[2],selfPos[0],selfPos[1],selfPos[2],targetPosAbsGB[0],targetPosAbsGB[1],targetPosAbsGB[2],targetPosRel[0],targetPosRel[1],targetPosRel[2],targetPosAbs[0],targetPosAbs[1],targetPosAbs[2],targetId
2023,09,13,15,08,50,130,13.051255702972412,-21.010000228881836,-21.010000228881836,1.809999942779541,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6515624523162842,0.3888888359069824,-3.208345935746675,1.0781424171926406,-0.010345821088455883,-0.008881234468414287,0.7074739384678496,0.7066078927164005,90.06901703819577,-1.5578870630728376,-0.11754770959822512,0.0,0.0,11.799999999999999,212.16605882477023,-95.4487311242139,0.0,53.699576687239336,172.36435139460278,-11.799999999999999,53.699576687239336,172.36435139460278,0.0,10
2023,09,13,15,08,50,518,13.438974857330322,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8142792237590357,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6531250476837158,0.38611114025115967,-3.216024149283208,1.0704434248190982,-0.01035186693416176,-0.008841568048288116,0.7074868667034335,0.7065953573068414,90.07059607949031,-1.5553383661410205,-0.1214302737230122,0.0,0.0,11.799999999999999,213.88027959263167,-96.25416172510802,0.0,53.992918251150165,173.25740405365818,-11.799999999999999,53.992918251150165,173.25740405365818,0.0,10
2023,09,13,15,08,52,604,15.526232481002808,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6453125476837158,0.38611114025115967,-3.1776342739739563,1.0704434248190982,-0.01032662472591059,-0.008747467039104857,0.7075794268895761,0.7065042089646664,90.08515851554489,-1.5459539215514273,-0.1265138031784717,0.0,0.0,11.799999999999999,212.77517133977207,-95.5854432276101,0.0,53.458217345393,172.09573618234532,-11.799999999999999,53.458217345393,172.09573618234532,0.0,10
2023,09,13,15,08,53,381,16.302830457687378,-20.989999771118164,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.65234375,0.3888888359069824,-3.212185056951744,1.0781424171926406,-0.010304259148574406,-0.008717698826901843,0.7076281058000958,0.7064561471544648,90.09335499620802,-1.5411648729632588,-0.12691448079285172,0.0,0.0,11.799999999999999,212.16045482079417,-95.46332244114315,0.0,53.43032961465174,171.72498334730273,-11.799999999999999,53.43032961465174,171.72498334730273,0.0,10
2023,09,13,15,08,55,264,18.185136318206787,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6437499523162842,0.375,-3.1699554864153665,1.0396460802299274,-0.010217322745628457,-0.008832983394417536,0.7075606001118615,0.7065235890539028,90.08206992961904,-1.5437400947827031,-0.11133885062870495,0.0,0.0,11.799999999999999,215.0740210290271,-96.58323749799298,0.0,54.076170870756606,174.1593133198798,-11.799999999999999,54.076170870756606,174.1593133198798,0.0,10
2023,09,13,15,08,56,836,19.758032083511353,-21.010000228881836,-20.994549309156163,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6531250476837158,0.3888888359069824,-3.216024149283208,1.0781424171926406,-0.010251235082531588,-0.008854709790649496,0.7075071573230057,0.7065763431013846,90.07334698975696,-1.5481388588606728,-0.11339956173803967,0.0,0.0,11.799999999999999,212.1805905761721,-95.42069861118749,0.0,53.668458968279516,172.39959539182226,-11.799999999999999,53.668458968279516,172.39959539182226,0.0,10
2023,09,13,15,09,00,278,23.200158834457397,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6453125476837158,0.38333332538604736,-3.1776342739739563,1.0627440633677636,-0.010290200056988394,-0.008769916890505072,0.7074243122874403,0.7066597786241713,90.06023417369701,-1.5448109478179077,-0.1214636620050292,0.0,0.0,11.799999999999999,213.34248360212715,-95.84023707139409,0.0,53.715338942558525,172.66533809466898,-11.799999999999999,53.715338942558525,172.66533809466898,0.0,10
2023,09,13,15,09,00,682,23.603729724884033,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6437499523162842,0.38055551052093506,-3.1699554864153665,1.0550446635302566,-0.0102896316904058,-0.008754237873581906,0.7073563646013268,0.7067279959481748,90.04974444712808,-1.5435042491391266,-0.1245762146101613,0.0,0.0,11.799999999999999,213.92412187229255,-96.06697468925836,0.0,53.78164485318242,172.85390664748468,-11.799999999999999,53.78164485318242,172.85390664748468,0.0,10
2023,09,13,15,09,01,084,24.006460905075073,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6429687738418579,0.375,-3.166116635690056,1.0396460802299274,-0.01030072190763162,-0.008765998440185604,0.7073387691811855,0.7067452992505672,90.0469675708956,-1.5450337863583383,-0.1236060869914292,0.0,0.0,11.799999999999999,215.07969935064673,-96.56845267793713,0.0,54.016301893312225,173.62882806012925,-11.799999999999999,54.016301893312225,173.62882806012925,0.0,10
2023,09,13,15,09,01,499,24.421086072921753,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.64453125,0.3777778148651123,-3.1737948944607006,1.0473455560047955,-0.010306630569765312,-0.008769980171163707,0.7073452290074173,0.706738698398878,90.04810673978189,-1.5458033486369342,-0.12340329753853746,0.0,0.0,11.799999999999999,214.4918565363415,-96.33915728979393,0.0,53.93862825098675,173.30389938668307,-11.799999999999999,53.93862825098675,173.30389938668307,0.0,10
2023,09,13,15,09,04,315,27.234917879104614,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6429687738418579,0.3888888359069824,-3.166116635690056,1.0781424171926406,-0.010365132551438139,-0.008786218055731161,0.7074436213771761,0.7066391504666402,90.06346978194772,-1.5519236270961767,-0.12708917379279305,0.0,0.0,11.799999999999999,212.22769859325194,-95.28823776960411,0.0,53.396930716534726,171.78199411468228,-11.799999999999999,53.396930716534726,171.78199411468228,0.0,10
2023,09,13,15,09,04,744,27.66587734222412,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6460937261581421,0.3916666507720947,-3.1814730391204447,1.085841701039984,-0.010364125644128759,-0.008808876245298759,0.7074640200536458,0.7066184606479385,90.06682412405334,-1.5536807310829626,-0.12512502239515366,0.0,0.0,11.799999999999999,211.6439713059563,-95.09445399317292,0.0,53.371809934918595,171.56860329011624,-11.799999999999999,53.371809934918595,171.56860329011624,0.0,10
2023,09,13,15,09,06,380,29.302049160003662,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6453125476837158,0.3916666507720947,-3.1776342739739563,1.085841701039984,-0.010291324841506355,-0.008781461777254987,0.7075323710895868,0.7065514265942773,90.07758975518887,-1.5455537179468413,-0.12139864506216096,0.0,0.0,11.799999999999999,211.64955965830086,-95.07990342887628,0.0,53.33522668390528,171.6110901797653,-11.799999999999999,53.33522668390528,171.6110901797653,0.0,10
2023,09,13,15,09,06,788,29.709667921066284,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6429687738418579,0.3888888359069824,-3.166116635690056,1.0781424171926406,-0.01025173369673242,-0.008807459044885575,0.7074788437716972,0.7066052761173287,90.06890765368655,-1.5443831613882997,-0.11615331704219158,0.0,0.0,11.799999999999999,212.22769859325194,-95.28823776960411,0.0,53.49387031121009,172.1585403901466,-11.799999999999999,53.49387031121009,172.1585403901466,0.0,10
2023,09,13,15,09,07,213,30.13475465774536,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6429687738418579,0.39444446563720703,-3.166116635690056,1.0935409456678602,-0.010254467442028863,-0.00880723777659094,0.7074807124821793,0.70660336818185,90.0701408747251,-1.544343904491436,-0.11639982573303957,0.0,0.0,11.799999999999999,211.1079113397667,-94.78558420881659,0.0,53.270124667904014,171.44142379328267,-11.799999999999999,53.270124667904014,171.44142379328267,0.0,10
2023,09,13,15,09,07,609,30.53047275543213,-20.989999771118164,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6453125476837158,0.3916666507720947,-3.1776342739739563,1.085841701039984,-0.010267457563545968,-0.008837010505361958,0.707515997144668,0.7065674775595712,90.07531175618975,-1.548129501934567,-0.1149000353099374,0.0,0.0,11.799999999999999,211.64955965830086,-95.07990342887628,0.0,53.442431177949885,171.93161710942658,-11.799999999999999,53.442431177949885,171.93161710942658,0.0,10
2023,09,13,15,09,08,852,31.77332353591919,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.64453125,0.39444446563720703,-3.1737948944607006,1.0935409456678602,-0.010272430139865882,-0.00874608219934284,0.7074799093411236,0.7066046710175778,90.06927459740646,-1.5411627578858462,-0.12275712586811413,0.0,0.0,11.799999999999999,211.09676322180636,-94.81461090526771,0.0,53.20310015450164,171.13637885899115,-11.799999999999999,53.20310015450164,171.13637885899115,0.0,10
2023,09,13,15,09,09,650,32.57187604904175,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6421874761581421,0.3916666507720947,-3.1622771706873944,1.085841701039984,-0.010265197631181807,-0.008773578747715382,0.7074669615120965,0.7066173988817372,90.06722973666176,-1.5428009896208197,-0.11996939095998707,0.0,0.0,11.799999999999999,211.67191562605808,-95.02169451036015,0.0,53.31763877135953,171.60944811752316,-11.799999999999999,53.31763877135953,171.60944811752316,0.0,10
2023,09,13,15,09,10,048,32.969359397888184,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6437499523162842,0.39722228050231934,-3.1699554864153665,1.1012401507985163,-0.01025917305562007,-0.0088223467255458,0.707460597703113,0.7066232505826731,90.06673224393144,-1.546042830803557,-0.11557539076068546,0.0,0.0,11.799999999999999,210.54687105355444,-94.55071216895671,0.0,53.20762407312868,171.15796930283744,-11.799999999999999,53.20762407312868,171.15796930283744,0.0,10
2023,09,13,15,09,10,673,33.59290528297424,-21.010000228881836,-21.010000228881836,1.8300000429153442,1.8300000429153442,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.6499999761581421,0.3999999761581421,-3.20066819263096,1.1089389857471468,-0.010309748397767543,-0.008807052304356721,0.7074933600137624,0.7065899025984733,90.07157928473649,-1.549128883804029,-0.12080461882583393,0.0,0.0,11.799999999999999,209.94997904483733,-94.41814588370002,0.0,53.14639764655789,170.68107325314747,-11.799999999999999,53.14639764655789,170.68107325314747,0.0,10
